extended link role,definition,prefix,name,label,depth,order,priority,parent,arcrole,systemid
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromDepositsOnRealEstateSales,Proceeds from Deposits on Real Estate Sales,5,12.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsToAcquireHeldForSaleRealEstate,"Payment for Acquisition, Real Estate, Held-for-Sale",5,12.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromDelayedTaxExemptExchange,Proceeds from Delayed Tax Exempt Exchange,5,13.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsToAcquireOtherRealEstate,Payments to Acquire Other Real Estate,5,13.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromSaleOfIntangibleAssets,Proceeds from Sale of Intangible Assets,5,14.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsToDevelopRealEstateAssets,Payments to Develop Real Estate Assets,5,14.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromSaleOfOtherProductiveAssets,Proceeds from Sale of Other Productive Assets,5,15.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsForConstructionInProcess,Payments for Construction in Process,5,15.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromSaleOfMortgageServicingRightsMSR,Proceeds from Sale of Mortgage Servicing Rights (MSR),5,16.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsToAcquireFurnitureAndFixtures,Payments to Acquire Furniture and Fixtures,5,16.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromSaleMaturityAndCollectionsOfInvestments,"Proceeds from Sale, Maturity and Collection of Investments",5,17.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsToAcquireMachineryAndEquipment,Payments to Acquire Machinery and Equipment,5,17.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromLimitedPartnershipInvestments,Proceeds from Limited Partnership Investments,5,18.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsToAcquireOilAndGasPropertyAndEquipment,Payments to Acquire Oil and Gas Property and Equipment,5,18.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromSaleAndMaturityOfMarketableSecurities,Proceeds from Sale and Maturity of Marketable Securities,5,19.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsToAcquireOilAndGasProperty,Payments to Acquire Oil and Gas Property,5,19.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromSaleAndMaturityOfAvailableForSaleSecurities,"Proceeds from Sale and Maturity of Debt Securities, Available-for-Sale",5,20.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsToAcquireOilAndGasEquipment,Payments to Acquire Oil and Gas Equipment,5,20.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromSaleOfAvailableForSaleSecuritiesDebt,"Proceeds from Sale of Debt Securities, Available-for-Sale",5,21.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsToExploreAndDevelopOilAndGasProperties,Payments to Explore and Develop Oil and Gas Properties,5,21.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromSaleOfMortgageBackedSecuritiesMBSCategorizedAsAvailableForSale,"Proceeds from Sale of Mortgage-Backed Securities (MBS), Available-for-Sale",5,22.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsToAcquireMiningAssets,Payments to Acquire Mining Assets,5,22.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,"Proceeds from Maturities, Prepayments and Calls of Debt Securities, Available-for-Sale",5,23.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsToAcquireTimberlands,Payments to Acquire Timberlands,5,23.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromMaturitiesPrepaymentsAndCallsOfMortgageBackedSecuritiesMBS,"Proceeds from Maturities, Prepayments and Calls of Mortgage-Backed Securities (MBS)",5,24.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsToAcquireWaterAndWasteWaterSystems,Payments to Acquire Water and Waste Water Systems,5,24.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromCollectionOfRetainedInterestInSecuritizedReceivablesCategorizedAsAvailableForSale,Proceeds from Collection of Retained Interest in Securitized Receivables categorized as Available-for-Sale,5,25.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsToAcquireWaterSystems,Payments to Acquire Water Systems,5,25.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromSaleAndMaturityOfHeldToMaturitySecurities,Proceeds from Sale and Maturity of Held-to-Maturity Securities,5,26.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsToAcquireWasteWaterSystems,Payments to Acquire Waste Water Systems,5,26.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromSaleOfHeldToMaturitySecurities,Proceeds from Sale of Held-to-Maturity Securities,5,27.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsToAcquireOtherPropertyPlantAndEquipment,"Payments to Acquire Other Property, Plant, and Equipment",5,27.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromMaturitiesPrepaymentsAndCallsOfHeldToMaturitySecurities,"Proceeds from Maturities, Prepayments and Calls of Held-to-Maturity Securities",5,28.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsForSoftware,Payments for Software,5,28.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromCollectionOfRetainedInterestInSecuritizedReceivablesCategorizedAsHeldToMaturity,Proceeds from Collection of Retained Interest in Securitized Receivables categorized as Held-to-Maturity,5,29.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsToAcquireSoftware,Payments to Acquire Software,5,29.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromSaleAndCollectionOfReceivables,Proceeds from Sale and Collection of Receivables,5,30.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsToDevelopSoftware,Payments to Develop Software,5,30.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromSaleAndCollectionOfNotesReceivable,Proceeds from Sale and Collection of Notes Receivable,5,31.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsToAcquireIntangibleAssets,Payments to Acquire Intangible Assets,5,31.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromSaleOfNotesReceivable,Proceeds from Sale of Notes Receivable,5,32.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsToAcquireMineralRights,Payments to Acquire Mineral Rights,5,32.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromCollectionOfNotesReceivable,Proceeds from Collection of Notes Receivable,5,33.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsToAcquireEquipmentOnLease,Payments to Acquire Equipment on Lease,5,33.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromSaleAndCollectionOfLeaseReceivables,Proceeds from Sale and Collection of Lease Receivables,5,34.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsForDelayedTaxExemptExchange,Payments for Delayed Tax Exempt Exchange,5,34.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromSaleOfLeaseReceivables,Proceeds from Sale of Lease Receivables,5,35.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsToAcquireOtherProductiveAssets,Payments to Acquire Other Productive Assets,5,35.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromCollectionOfLeaseReceivables,Proceeds from Collection of Lease Receivables,5,36.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsToAcquireInvestments,Payments to Acquire Investments,5,36.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromSaleAndCollectionOfLoansReceivable,Proceeds from Sale and Collection of Loans Receivable,5,37.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsToAcquireLimitedPartnershipInterests,Payments to Acquire Limited Partnership Interests,5,37.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromDivestitureOfBusinessesAndInterestsInAffiliates,Proceeds from Divestiture of Businesses and Interests in Affiliates,5,38.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsToAcquireMarketableSecurities,Payments to Acquire Marketable Securities,5,38.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromDivestitureOfBusinessesNetOfCashDivested,"Proceeds from Divestiture of Businesses, Net of Cash Divested",5,39.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsToAcquireHeldToMaturitySecurities,Payments to Acquire Held-to-Maturity Securities,5,39.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromDivestitureOfBusinesses,Proceeds from Divestiture of Businesses,5,40.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsToAcquireMortgageBackedSecuritiesMBSCategorizedAsHeldToMaturity,Payments to Acquire Mortgage-Backed Securities (MBS) categorized as Held-to-Maturity,5,40.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,CashDivestedFromDeconsolidation,Cash Divested from Deconsolidation,5,41.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsToAcquireAvailableForSaleSecuritiesDebt,"Payments to Acquire Debt Securities, Available-for-Sale",5,41.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromDivestitureOfInterestInSubsidiariesAndAffiliates,Proceeds from Divestiture of Interest in Subsidiaries and Affiliates,5,42.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsToAcquireMortgageBackedSecuritiesMBSCategorizedAsAvailableForSale,"Payments to Acquire Mortgage-Backed Securities (MBS), Available-for-Sale",5,42.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromDivestitureOfInterestInConsolidatedSubsidiaries,Proceeds from Divestiture of Interest in Consolidated Subsidiaries,5,43.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsToAcquireEquitySecuritiesFvNi,"Payments to Acquire Equity Securities, FV-NI",5,43.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromSaleOfEquityMethodInvestments,Proceeds from Sale of Equity Method Investments,5,44.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsToAcquireTradingSecuritiesHeldforinvestment,"Payment for Acquisition, Trading Security, Held-for-Investment",5,44.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromDivestitureOfInterestInJointVenture,Proceeds from Divestiture of Interest in Joint Venture,5,45.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsToAcquireReceivables,Payments to Acquire Receivables,5,45.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromSaleOfLoansReceivable,Proceeds from Sale of Loans Receivable,5,46.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsToAcquireNotesReceivable,Payments to Acquire Notes Receivable,5,46.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromCollectionOfPolicyLoans,Proceeds from Collection of Policy Loans,5,47.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsToAcquireMortgageNotesReceivable,Payments to Acquire Mortgage Notes Receivable,5,47.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromCollectionOfLoansReceivable,Proceeds from Collection of Loans Receivable,5,48.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsToAcquireLeaseReceivables,Payments to Acquire Lease Receivables,5,48.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromSaleAndCollectionOfMortgageNotesReceivable,Proceeds from Sale and Collection of Mortgage Notes Receivable,5,49.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsToAcquireLoansReceivable,Payments to Acquire Loans Receivable,5,49.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromSaleAndCollectionOfFinanceReceivables,Proceeds from Sale and Collection of Finance Receivables,5,50.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsToAcquireFinanceReceivables,Payments to Acquire Finance Receivables,5,50.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromSaleOfFinanceReceivables,Proceeds from Sale of Finance Receivables,5,51.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsToAcquireRetainedInterestInSecuritizedReceivables,Payments to Acquire Retained Interest in Securitized Receivables,5,51.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromCollectionOfFinanceReceivables,Proceeds from Collection of Finance Receivables,5,52.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsForAdvanceToAffiliate,Payments for Advance to Affiliate,5,52.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromCollectionOfRetainedInterestInSecuritizedReceivables,Proceeds from Collection of Retained Interest in Securitized Receivables,5,53.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsForFederalHomeLoanBankAdvances,"Payments for FHLBank Advance, Investing Activities",5,53.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromCollectionOfAdvanceToAffiliate,Proceeds from Collection of Advance to Affiliate,5,54.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsToFundPolicyLoans,Payments to Fund Policy Loans,5,54.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromFederalHomeLoanBankAdvances,"Proceeds from FHLBank Advance, Investing Activities",5,55.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsToAcquireOtherReceivables,Payments to Acquire Other Receivables,5,55.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromSaleAndCollectionOfOtherReceivables,Proceeds from Sale and Collection of Other Receivables,5,56.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsToAcquireRestrictedInvestments,Payments to Acquire Restricted Investments,5,56.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,ProceedsFromSaleOfOtherReceivables,Proceeds from Sale of Other Receivables,5,57.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-inflow,us-gaap-instantInflow-2024.xsd
http://xbrl.us/metaModel/role,MetaModel of US GAAP Taxonomy,us-gaap,PaymentsToAcquireRestrictedCertificatesOfDeposit,Payments to Acquire Restricted Certificates of Deposit,5,57.0 ,0,us-gaap:Cash,http://www.xbrl.org/2021/arcrole/instant-outflow,us-gaap-instantOutflow-2024.xsd
